filename,ai_probability
001.txt,0.7694708704948425
002.txt,0.2401740401983261
003.txt,0.27467799186706543
004.txt,0.18067458271980286
005.txt,0.10414319485425949
006.txt,0.7127431035041809
007.txt,0.40657421946525574
008.txt,0.05550174415111542
009.txt,0.5024318695068359
010.txt,0.2581179141998291
011.txt,0.10110079497098923
012.txt,0.07616071403026581
013.txt,0.9526874423027039
014.txt,0.0687704011797905
015.txt,0.9425481557846069
016.txt,0.0905698835849762
017.txt,0.14124363660812378
018.txt,0.06945028901100159
019.txt,0.20921313762664795
020.txt,0.14679782092571259
021.txt,0.039062727242708206
022.txt,0.06720983982086182
023.txt,0.18471701443195343
024.txt,0.20173990726470947
025.txt,0.3302382528781891
026.txt,0.8328030109405518
027.txt,0.025690047070384026
028.txt,0.54732745885849
029.txt,0.724226176738739
030.txt,0.8841716647148132
031.txt,0.11923065781593323
032.txt,0.04451589286327362
033.txt,0.2779005169868469
034.txt,0.04473135620355606
035.txt,0.2986132800579071
036.txt,0.014805962331593037
037.txt,0.5855481028556824
038.txt,0.6228549480438232
039.txt,0.07687108218669891
040.txt,0.9289056658744812
041.txt,0.33181580901145935
042.txt,0.024726567789912224
043.txt,0.03729275241494179
044.txt,0.40246692299842834
045.txt,0.7985240817070007
046.txt,0.08483719080686569
047.txt,0.1341618448495865
048.txt,0.7881425023078918
049.txt,0.7847304344177246
050.txt,0.6293030977249146
051.txt,0.0390070416033268
052.txt,0.0314682237803936
053.txt,0.8770114183425903
054.txt,0.4700855016708374
055.txt,0.06160503625869751
056.txt,0.2894265055656433
057.txt,0.4352615177631378
058.txt,0.9939690828323364
059.txt,0.10218695551156998
060.txt,0.931530773639679
061.txt,0.161497101187706
062.txt,0.9196396470069885
063.txt,0.17059916257858276
064.txt,0.12828020751476288
065.txt,0.012780372984707355
066.txt,0.07600516080856323
067.txt,0.015556481666862965
068.txt,0.21571694314479828
069.txt,0.34924355149269104
070.txt,0.14725932478904724
071.txt,0.0919366404414177
072.txt,0.06171247363090515
073.txt,0.4236700236797333
074.txt,0.9386268854141235
075.txt,0.9237463474273682
076.txt,0.9297243356704712
077.txt,0.37903445959091187
078.txt,0.952094316482544
079.txt,0.12797100841999054
080.txt,0.23031911253929138
081.txt,0.041519634425640106
082.txt,0.34134647250175476
083.txt,0.09571372717618942
084.txt,0.06835795193910599
085.txt,0.09991923719644547
086.txt,0.9050769805908203
087.txt,0.1060924157500267
088.txt,0.691911518573761
089.txt,0.22167806327342987
090.txt,0.4144650101661682
091.txt,0.0679955929517746
092.txt,0.938251256942749
093.txt,0.3191586434841156
094.txt,0.2925718128681183
095.txt,0.08711498975753784
096.txt,0.1079111099243164
097.txt,0.2803584039211273
098.txt,0.054010339081287384
099.txt,0.5562319755554199
